,FMID,x,y
0,,,
1,1018261.0,-72.140337,44.411035999999996
2,,,
3,1009994.0,-103.662538,41.864268
4,,,
5,1000709.0,-73.99435799999999,40.404837
6,,,
7,1019956.0,-116.05894599999999,34.13576
8,,,
9,1009959.0,-84.18103,39.762593
10,,,
11,1004950.0,-88.425186,41.356383
12,,,
13,1019938.0,-85.29614699999999,44.292952
14,,,
15,1018965.0,-87.59059140000001,41.784079
16,,,
17,1009004.0,-84.27987399999999,30.461953
18,,,
19,1019473.0,-123.81641299999998,46.972972999999996
20,,,
21,1010487.0,-81.97716,36.708863
22,,,
23,1019695.0,-90.038907,30.479064
24,,,
25,1021442.0,-83.546357,38.795296
26,,,
27,1019676.0,-77.234147,39.830597
28,,,
29,1019351.0,-77.234147,39.830597
30,,,
31,1019847.0,-76.937407,40.273996999999994
32,,,
33,1008961.0,-155.9236509,19.525783999999998
34,,,
35,1019203.0,-74.20747800000001,39.992509000000005
36,,,
37,1012233.0,-89.801733,35.127452000000005
38,,,
39,1005258.0,-157.84493,21.287867000000002
40,,,
41,1008054.0,-82.441514,28.481294000000002
42,,,
43,1008612.0,-82.352515,29.7106652
44,,,
45,1018304.0,-98.481174,29.493258
46,,,
47,1004070.0,-105.86500600000001,37.467321000000005
48,,,
49,1019371.0,-85.235831,40.299191
50,,,
51,1000519.0,-75.91611800000001,44.331171000000005
52,,,
53,1019113.0,-95.375902,45.890762
54,,,
55,1019831.0,-95.400669,37.927427
56,,,
57,1019832.0,-95.400669,37.927427
58,,,
59,1012389.0,-122.858722,45.480164
60,,,
61,1020150.0,-120.542201,41.483907
62,,,
63,1021309.0,-75.225298,40.153501
64,,,
65,1011171.0,-93.61494300000001,42.025222
66,,,
67,1003563.0,-84.09904300000001,34.437795
68,,,
69,1019438.0,-86.71749100000001,36.257791999999995
70,,,
71,1012157.0,-113.13910800000001,46.099059000000004
72,,,
73,1005944.0,-122.609181,48.516974
74,,,
75,1019647.0,-82.652197,34.506898
76,,,
77,1020084.0,-84.917629,38.076446999999995
78,,,
79,1003516.0,-87.668602,41.981745000000004
80,,,
81,1020060.0,-71.14313800000001,42.653616
82,,,
83,1019484.0,-77.196229,38.832801
84,,,
85,1019096.0,-94.12383220000001,45.2636097
86,,,
87,1018934.0,-89.14985,45.138703
88,,,
89,1019350.0,-88.09456999999999,42.478128000000005
90,,,
91,1000431.0,-88.40703,44.26201
92,,,
93,1021359.0,-71.30583100000001,41.483658
94,,,
95,1021360.0,-71.304641,41.509139000000005
96,,,
97,1019813.0,-71.26137800000001,41.546506
98,,,
99,1019662.0,-73.146078,43.072884
100,,,
101,1019904.0,-71.4316,41.814766999999996
102,,,
103,1019222.0,-90.353093,38.453275
104,,,
105,1019495.0,-81.30434100000001,29.027562
106,,,
107,1020068.0,-82.073422,33.365531
108,,,
109,1009810.0,-71.461538,42.260027
110,,,
111,1001245.0,-90.667327,35.840771000000004
112,,,
113,1002984.0,-95.119878,39.560736999999996
114,,,
115,1005086.0,-82.05662199999999,39.336038
116,,,
117,1018033.0,-83.380247,33.959088
118,,,
119,1018032.0,-83.4121317,33.9644564
120,,,
121,1021450.0,-116.707904,47.944594
122,,,
123,1018330.0,-71.299235,41.937562
124,,,
125,1021225.0,-118.26015100000001,34.117828
126,,,
127,1019789.0,-122.21845900000001,47.298266999999996
128,,,
129,1021329.0,-76.699995,42.744684
130,,,
131,1000559.0,-93.72018670000001,36.948908
132,,,
133,1019396.0,-86.38263,39.765279
134,,,
135,1019126.0,-72.860448,41.78971
136,,,
137,1019044.0,-86.817696,39.762232899999994
138,,,
139,1019076.0,-92.370763,44.966999
140,,,
141,1021338.0,-122.3845,47.667512
142,,,
143,1012081.0,-68.771649,44.8039587
144,,,
145,1001604.0,-74.221654,39.753903
146,,,
147,1020029.0,-83.72112299999999,33.993074
148,,,
149,1003335.0,-107.03473600000001,39.368957
150,,,
151,1019871.0,-99.536625,42.582541
152,,,
153,1000436.0,-97.311627,30.111777000000004
154,,,
155,1021265.0,-85.221859,39.298852000000004
156,,,
157,1021443.0,-85.18515,42.32009
158,,,
159,1019617.0,-95.15068199999999,29.548702000000002
160,,,
161,1019874.0,-96.74730100000001,40.273594
162,,,
163,1020102.0,-83.70563299999999,37.591128999999995
164,,,
165,1018735.0,-94.169203,30.067686
166,,,
167,1019875.0,-99.82761500000001,40.138332
168,,,
169,1020097.0,-86.877647,37.407199
170,,,
171,1018759.0,-93.6731823,41.620058
172,,,
173,1019853.0,-71.525849,42.938268
174,,,
175,1019400.0,-74.646889,40.662856
176,,,
177,1010607.0,-76.351011,39.535284000000004
178,,,
179,1011902.0,-97.630924,39.822988
180,,,
181,1021363.0,-83.482812,42.201917
182,,,
183,1008140.0,-122.46965700000001,48.75262
184,,,
185,1002064.0,-78.053508,42.234077
186,,,
187,1011363.0,-94.52525200000001,38.808556
188,,,
189,1001316.0,-94.88060899999999,47.469337
190,,,
191,1001533.0,-122.161188,38.046215000000004
192,,,
193,1018644.0,-96.503262,40.680611999999996
194,,,
195,1021403.0,-94.208458,36.372637
196,,,
197,1005183.0,-78.22753399999999,39.624722
198,,,
199,1019005.0,-83.83941800000001,41.715538
200,,,
201,1019707.0,-70.86243,43.269956
202,,,
203,1021239.0,-70.86243,43.269956
204,,,
205,1019168.0,-86.95137,33.40113
206,,,
207,1019169.0,-86.99064399999999,33.373082000000004
208,,,
209,1019967.0,-90.05346800000001,38.902967
210,,,
211,1021322.0,-75.056515,38.538396999999996
212,,,
213,1010406.0,-77.09989,38.986761
214,,,
215,1012494.0,-75.37840290000001,40.6098058
216,,,
217,1020196.0,-118.398746,34.073685
218,,,
219,1019765.0,-82.935745,39.957135
220,,,
221,1005949.0,-116.86671399999999,34.260803
222,,,
223,1019338.0,-93.758167,45.333773
224,,,
225,1019339.0,-93.747475,45.329205
226,,,
227,1019591.0,-71.269999,42.557646000000005
228,,,
229,1011037.0,-100.796471,46.803081
230,,,
231,1012163.0,-74.955689,40.982893
232,,,
233,1011829.0,-79.944435,40.459005
234,,,
235,1018396.0,-86.53694250000001,39.170308399999996
236,,,
237,1018563.0,-86.539649,39.149906
238,,,
239,1019932.0,-84.389892,39.251798
240,,,
241,1020098.0,-84.418747,38.014875
242,,,
243,1019372.0,-83.892721,40.893082
244,,,
245,1019440.0,-85.172111,40.743479
246,,,
247,1018092.0,-76.601326,39.273864
248,,,
249,1018313.0,-116.444084,43.532957
250,,,
251,1018316.0,-116.19193,43.60798
252,,,
253,1020101.0,-84.721563,39.022231
254,,,
255,1006833.0,-93.879688,42.062726
256,,,
257,1019318.0,-92.741591,38.955643
258,,,
259,1019693.0,-79.912646,37.417795
260,,,
261,1018394.0,-100.4459433,48.8262788
262,,,
263,1001526.0,-112.11759199999999,46.239153
264,,,
265,1019165.0,-76.741902,38.978320000000004
266,,,
267,1020096.0,-82.630489,38.470783000000004
268,,,
269,1020099.0,-82.71255500000001,38.400138
270,,,
271,1019205.0,-85.015378,45.21685
272,,,
273,1021248.0,-95.477537,29.676944
274,,,
275,1018227.0,-71.004927,42.206437
276,,,
277,1002407.0,-72.58407,42.8499
278,,,
279,1011075.0,-72.56016600000001,42.850844
280,,,
281,1020113.0,-83.348327,37.535327
282,,,
283,1018556.0,-122.62886599999999,47.574253000000006
284,,,
285,1019146.0,-74.60797600000001,40.588552
286,,,
287,1018756.0,-112.01505700000001,41.510773
288,,,
289,1005483.0,-72.199901,42.122751
290,,,
291,1019905.0,-71.41892,41.801869
292,,,
293,1019257.0,-78.799904,38.611375
294,,,
295,1019984.0,-71.018866,42.082799
296,,,
297,1019794.0,-82.976997,39.97139
298,,,
299,1019527.0,-124.24496299999998,42.037301
300,,,
301,1021210.0,-71.12378199999999,42.34219
302,,,
303,1018891.0,-82.449304,28.654639000000003
304,,,
305,1021262.0,-75.904648,42.129759
306,,,
307,1019906.0,-71.40003100000001,41.826418
308,,,
309,1019727.0,-86.396445,39.844272
310,,,
311,1017968.0,-91.2746971,45.455110100000006
312,,,
313,1008607.0,-69.995923,43.890786
314,,,
315,1021311.0,-75.31706700000001,40.021167999999996
316,,,
317,1019218.0,-76.29180699999999,37.041273
318,,,
319,1008953.0,-68.796497,44.572635999999996
320,,,
321,1000843.0,-118.30797709999999,34.1828004
322,,,
323,1019492.0,-77.263568,38.776990999999995
324,,,
325,1019965.0,-73.21541500000001,44.46973
326,,,
327,1019799.0,-71.67712399999999,41.967496000000004
328,,,
329,1002567.0,-86.61770899999999,31.830281
330,,,
331,1001362.0,-112.5364,46.01269
332,,,
333,1021238.0,-95.26831,29.988144000000002
334,,,
335,1020089.0,-87.835998,36.862889
336,,,
337,1004927.0,-81.678425,28.355644
338,,,
339,1019922.0,-120.667822,38.191243
340,,,
341,1019978.0,-120.463811,38.13686
342,,,
343,1018263.0,-72.01683100000001,44.417224
344,,,
345,1019980.0,-87.82288299999999,42.769605
346,,,
347,1020188.0,-122.13255,37.46778
348,,,
349,1018459.0,-76.499596,38.294523999999996
350,,,
351,1019997.0,-119.041574,34.216518
352,,,
353,1020160.0,-121.09662900000001,35.564323
354,,,
355,1020183.0,-121.81930600000001,37.296867
356,,,
357,1002674.0,-89.780754,30.275994
358,,,
359,1020117.0,-84.392139,38.97801
360,,,
361,1020118.0,-84.45186600000001,39.028828999999995
362,,,
363,1020119.0,-84.491761,39.090164
364,,,
365,1020184.0,-121.954352,37.280232
366,,,
367,1009034.0,-71.797436,42.256235
368,,,
369,1019810.0,-82.401032,40.056585999999996
370,,,
371,1021202.0,-78.388368,43.220102000000004
372,,,
373,1012038.0,-118.60161200000002,34.203746
374,,,
375,1019772.0,-83.533591,42.308840999999994
376,,,
377,1021435.0,-81.374888,40.80065
378,,,
379,1021294.0,-81.954459,26.564457
380,,,
381,1005285.0,-89.519874,37.302699
382,,,
383,1011930.0,-75.5262294,39.1576541
384,,,
385,1018359.0,-77.03025600000001,38.894748
386,,,
387,1008450.0,-121.92703940000001,36.9872756
388,,,
389,1006651.0,-121.912419,47.648587
390,,,
391,1019417.0,-82.4614,34.641892
392,,,
393,1021269.0,-79.077607,35.910781
394,,,
395,1008322.0,-93.496941,39.358096999999994
396,,,
397,1021213.0,-119.76816399999998,39.162841
398,,,
399,1020071.0,-82.904359,38.331557000000004
400,,,
401,1020074.0,-83.180887,38.29761
402,,,
403,1012093.0,-70.769182,41.888852
404,,,
405,1008276.0,-81.26950699999999,35.712066
406,,,
407,1019159.0,-80.1068482,37.3835006
408,,,
409,1021242.0,-85.33655999999999,34.1069
410,,,
411,1012484.0,-122.8141034,45.5263877
412,,,
413,1019842.0,-77.083526,34.68261
414,,,
415,1021362.0,-84.58282700000001,40.549633
416,,,
417,1018734.0,-96.7869845,33.3247511
418,,,
419,1021226.0,-118.256796,34.005326000000004
420,,,
421,1019907.0,-71.39565,41.885605
422,,,
423,1019618.0,-122.680109,47.650238
424,,,
425,1020142.0,-116.52525800000001,33.817078
426,,,
427,1020141.0,-116.521181,33.820251
428,,,
429,1020058.0,-119.776881,36.874654
430,,,
431,1020057.0,-119.789099,36.849327
432,,,
433,1020056.0,-119.78909499999999,36.849308
434,,,
435,1019225.0,-114.227231,44.505154
436,,,
437,1021267.0,-73.323048,44.661840999999995
438,,,
439,1018886.0,-77.85845400000001,39.289072999999995
440,,,
441,1017995.0,-94.0363153,35.2970353
442,,,
443,1019788.0,-71.630764,41.384847
444,,,
445,1011689.0,,
446,,,
447,1005834.0,-69.962249,41.676615000000005
448,,,
449,1019881.0,-96.222387,41.775832
450,,,
451,1004754.0,-72.44747,43.98878
452,,,
453,1008606.0,-77.504419,37.376728
454,,,
455,1021310.0,-75.196931,40.06776
456,,,
457,1020128.0,-121.838323,39.730823
458,,,
459,1020129.0,-121.84845200000001,39.758425
460,,,
461,1020127.0,-121.595446,39.77368
462,,,
463,1001763.0,-81.676633,36.80295
464,,,
465,1019104.0,-80.5778246,35.570981
466,,,
467,1008409.0,-91.389337,44.934888
468,,,
469,1021237.0,-84.750061,33.749649
470,,,
471,1004360.0,-78.00807900000001,37.077436999999996
472,,,
473,1019141.0,-79.77358199999999,34.198789
474,,,
475,1005250.0,-157.852699,21.305408
476,,,
477,1021199.0,-117.101527,32.747817
478,,,
479,1019717.0,-85.475592,32.584813
480,,,
481,1004255.0,-105.078652,40.387479
482,,,
483,1017956.0,-73.112792,42.700694
484,,,
485,1017930.0,-79.988803,40.400201
486,,,
487,1000303.0,-93.47341899999999,44.997274
488,,,
